date,return,realized_var,forecast_var_autovol,forecast_var_ewma,forecast_var_rv21,forecast_var_rv63,forecast_vol_ann,forecast_var_implied,weight_EWMA (RiskMetrics),"weight_Component GARCH(1,1)"
2024-03-07,-0.0089433403813202,7.998333717615254e-05,1.7050236669473015e-05,1.6142375624040568e-05,1.252725820507012e-05,2.751355417683179e-05,6.554891029381954,3.118580357142857e-05,0.14195409652997457,0.8580459034700254
2024-03-08,-0.0067093877795241,4.501588437602733e-05,1.820151114054228e-05,1.6375465614630627e-05,1.5075683425185302e-05,2.8463588559158328e-05,6.772577653609188,3.160937500000001e-05,0.13747589407989505,0.8625241059201049
2024-03-11,-0.0007482739031499,5.599138341351858e-07,2.297551200548598e-05,2.0191937908321948e-05,1.6884634796518525e-05,2.8187291266848124e-05,7.609092603840795,3.358730158730159e-05,0.14166538154091446,0.8583346184590857
2024-03-12,0.0049553778896157,2.455577002889215e-05,2.4492922782003013e-05,2.1681374696384273e-05,1.3830350852709358e-05,2.7809035453097683e-05,7.856345550613695,3.0364585813492072e-05,0.14333908384064548,0.8566609161593545
2024-03-13,0.0005415651364424,2.932927970098753e-07,2.307484240604638e-05,2.0414087044649325e-05,1.5230651415665292e-05,2.3026099268080958e-05,7.6255231206283085,2.851905009920634e-05,0.1428833773032818,0.8571166226967182
2024-03-14,0.0038501854445367,1.4823927957322266e-05,2.3192670981691925e-05,2.0662588023703897e-05,1.5242864732302039e-05,2.2124259516216453e-05,7.6449676829836015,2.7058058035714293e-05,0.14611245628907626,0.8538875437109237
2024-03-15,0.0047752049578119,2.280258238911135e-05,2.1804049280535903e-05,1.944043031010225e-05,1.1346555942846422e-05,2.2262547242507323e-05,7.412570686809704,2.420480158730158e-05,0.14774862145452483,0.8522513785454752
2024-03-18,0.0007377846674246,5.443262154868276e-07,2.1609080954019617e-05,1.9163440168935452e-05,1.2631336862337339e-05,2.2305917989824012e-05,7.37935525666907,2.265000992063492e-05,0.14734130228215347,0.8526586977178466
2024-03-19,0.0113997434647272,0.0001299541510615905,2.1754123049160646e-05,1.9381788702146005e-05,1.1967557708109882e-05,2.1588277503350472e-05,7.4040792867097815,2.013095486111111e-05,0.15053932585899707,0.8494606741410029
2024-03-20,0.0026479560023984,7.011670990637715e-06,2.147044020479387e-05,1.8251540952946454e-05,1.7734018725204082e-05,2.328556676604549e-05,7.355644724705004,2.1539704861111103e-05,0.12382375203457575,0.8761762479654244
2024-03-21,0.0023771802002744,5.650985704576636e-06,2.9090319304401937e-05,2.4953697559465102e-05,1.796217650989574e-05,2.1435569936913606e-05,8.561986022360285,2.178892857142857e-05,0.12119330268887893,0.8788066973111212
2024-03-22,-0.0013860016078772,1.9210004570381836e-06,2.7418448820839984e-05,2.3877175965335458e-05,1.8070687548812254e-05,2.1448603498706214e-05,8.312309608557465,2.4625002480158727e-05,0.12501733419377675,0.8749826658062232
2024-03-25,6.604365487974896e-05,4.361764349875388e-09,2.5804675983604385e-05,2.278360454968993e-05,1.8112059155626878e-05,2.1505133029197458e-05,8.063980622414904,2.1233819444444447e-05,0.12934607922741034,0.8706539207725896
2024-03-26,0.0009241534752394,8.540596457970603e-07,2.409418372408258e-05,2.1531848304130823e-05,1.804603979509e-05,2.151184508971137e-05,7.792133403932976,1.8920248015873015e-05,0.1340688195048645,0.8659311804951355
2024-03-27,-0.0015187034514651,2.3064601734920077e-06,2.2445698302632006e-05,2.0240199111743965e-05,1.8056000923936872e-05,2.111989140499341e-05,7.520848337962457,2.1539704861111103e-05,0.13858008989720985,0.8614199101027901
2024-03-28,0.0003303491820863,1.0913058210508739e-07,2.1044904205852323e-05,1.907703074378715e-05,1.815239505406252e-05,2.097111206431491e-05,7.282386875108178,2.3132232142857144e-05,0.1425833529838803,0.8574166470161197
2024-03-29,-0.0001981964132937,3.9281818242487145e-08,1.9869183669976454e-05,1.8070796509569436e-05,1.8052332119241674e-05,2.0765771656545786e-05,7.076040054178656,2.3436200396825396e-05,0.14688492327882505,0.853115076721175
2024-04-01,0.0019801986668625,3.921186760244022e-06,1.866704802549059e-05,1.6993096553921574e-05,1.801835894927773e-05,2.0718597175605482e-05,6.858641339524635,2.5080357142857138e-05,0.15142982171378766,0.8485701782862124
2024-04-02,-0.0005936479841901,3.5241792913296917e-07,1.7623287894060717e-05,1.5975867669780827e-05,1.6968860208757653e-05,2.0029300850434267e-05,6.66413426433119,2.411191468253968e-05,0.15503030813021373,0.8449696918697862
2024-04-03,0.0009233002040863,8.524832668658033e-07,1.690717241304085e-05,1.5252586815208617e-05,1.7010350495353777e-05,1.9025915259618073e-05,6.5273328765172485,2.257512152777778e-05,0.1593414219403363,0.8406585780596636
2024-04-04,-0.0023759250881109,5.645020024314789e-06,1.6028773451899732e-05,1.4358576682044078e-05,1.677541583389255e-05,1.7898007177145126e-05,6.355510136785821,2.3466706349206358e-05,0.1641626486893204,0.8358373513106797
2024-04-05,0.0018484293617823,3.416691105498921e-06,1.5322661581231157e-05,1.354821107713338e-05,1.6540796934360043e-05,1.8040200457737994e-05,6.213944575284085,2.2470486111111105e-05,0.16749536928650963,0.8325046307134903
2024-04-08,0.0013182179604642,1.737698591290395e-06,1.497372120470129e-05,1.3074019613964264e-05,1.5479465424176906e-05,1.7866275221310905e-05,6.142782548312064,2.4189308035714284e-05,0.17141909361570237,0.8285809063842976
2024-04-09,-0.0003952829618634,1.5624861993950216e-07,1.4487283578460802e-05,1.2494579903456343e-05,1.1074156314833969e-05,1.7856613101371114e-05,6.042181279779781,2.414285714285714e-05,0.1766623726882425,0.8233376273117576
2024-04-10,0.0091828009823349,8.432383388117082e-05,1.3913015462091463e-05,1.1849167024726386e-05,8.29662897163427e-06,1.684570544694235e-05,5.921216003868673,3.1822232142857144e-05,0.18342080058349192,0.8165791994165081
2024-04-11,0.0007179454017225,5.154455998544819e-07,1.4175570006811976e-05,1.1147591920439172e-05,1.060928090687999e-05,1.7718182630178e-05,5.976824944497386,2.9332145337301587e-05,0.14403339935980283,0.8559666006401973
2024-04-12,-0.0002610114207315,6.81269617522761e-08,1.9216923359233505e-05,1.5538166438083075e-05,1.0204193940355728e-05,1.7507109329416323e-05,6.958925697639574,3.0399308035714274e-05,0.14157862669577703,0.8584213733042231
2024-04-15,0.0068290727499421,4.663623462400176e-05,1.8047334786156268e-05,1.463680318778936e-05,1.0315844683566506e-05,1.713234361212603e-05,6.74383300958096,3.469146825396825e-05,0.148942775234602,0.851057224765398
2024-04-16,0.0028478983649571,8.110525097125322e-06,1.744889368364362e-05,1.3762682614227133e-05,1.1296066899251995e-05,1.638283532146882e-05,6.631079254750462,3.976194444444444e-05,0.1350856080881189,0.864914391911881
2024-04-17,-0.002135163051149,4.558921254991906e-06,1.9683326782210806e-05,1.5735095734813612e-05,1.0933795556059539e-05,1.591750513238898e-05,7.042867561666288,3.534381200396825e-05,0.13644724889439275,0.8635527511056073
2024-04-18,0.0016179662462401,2.6178147739722798e-06,1.9021431394333602e-05,1.5277621496552315e-05,1.1543252164074087e-05,1.6032793404081337e-05,6.923438965840652,2.8991966765873015e-05,0.1412900706919853,0.8587099293080148
2024-04-19,0.0,0.0,1.8165925165948378e-05,1.463449948205869e-05,6.953240604203302e-06,1.6033716520174797e-05,6.7659538439299105,2.9691468253968258e-05,0.1471996341537313,0.8528003658462686
2024-04-22,0.0013570715191363,1.841643108050905e-06,1.7237360138836787e-05,1.3913498399573506e-05,6.890828570609058e-06,1.6030586871167247e-05,6.590762288982111,2.851905009920634e-05,0.15459757361272175,0.8454024263872784
2024-04-23,-0.0001291655904661,1.6683749760456262e-08,1.6249467895586587e-05,1.3078688495599096e-05,6.808683691896349e-06,1.6021840984713036e-05,6.399113930606191,2.964000248015873e-05,0.16162066866166588,0.8383793313383341
2024-04-24,0.0033528950103107,1.1241904950166389e-05,1.546032926748783e-05,1.2404465772346204e-05,6.609382878494831e-06,1.5394578226815155e-05,6.241796997185132,3.573813492063491e-05,0.1697573586760211,0.830242641323979
2024-04-25,0.0019292610485607,3.7220481934935317e-06,1.4774304589306416e-05,1.1661198850991058e-05,6.7944862293650795e-06,1.5497504534051166e-05,6.101741355142168,3.75686111111111e-05,0.17132513860533663,0.8286748613946634
2024-04-26,0.0170715656257256,0.0002914383529134559,1.4791645312013946e-05,1.1636041216941578e-05,6.8163402700878306e-06,1.54180010869056e-05,6.105321137030807,4.7754325396825394e-05,0.17676322083579124,0.8232367791642088
2024-04-29,-0.0125843786094926,0.00015836658498705493,1.581836234329636e-05,1.1161201635534694e-05,1.7199085337371016e-05,1.9039412477006312e-05,6.313657664548089,4.354191468253967e-05,0.05472888633069394,0.945271113669306
2024-04-30,0.0092313245079235,8.521735217058903e-05,3.6957242667213444e-05,2.7977830712209978e-05,2.646116199404047e-05,2.1922990993368493e-05,9.650505246948365,4.199708581349206e-05,0.11187639921260395,0.888123600787396
2024-05-01,-0.0206813402475467,0.00042771783443479506,4.54394527825987e-05,3.580115596870068e-05,2.8890463617961194e-05,2.24733182294198e-05,10.700814035023164,4.3230716765873005e-05,0.11100346364320988,0.8889965363567901
2024-05-02,-0.0060348646865231,3.641959178464355e-05,4.986341564532212e-05,3.876612774081398e-05,5.100093017348372e-05,2.9513506483928955e-05,11.20963011995542,4.416765873015874e-05,0.08493515064109448,0.9150648493589056
2024-05-03,-0.0038475380862823,1.4803549325392864e-05,7.615030753445378e-05,6.210323014245286e-05,5.300799411842554e-05,2.7766337050181146e-05,13.852753335955404,3.615358134920634e-05,0.08378001363234137,0.9162199863676586
2024-05-06,0.0056683215259747,3.212986892182815e-05,7.145507039901919e-05,6.05622118409843e-05,5.386382365856535e-05,2.8025295493438895e-05,13.418896281197213,3.239334325396825e-05,0.08654185851178453,0.9134581414882155
2024-05-07,0.0049901273311772,2.4901370781361683e-05,6.586304890700342e-05,5.7816692090048814e-05,5.4639477123685704e-05,2.79598449263036e-05,12.883123970747492,3.066035714285714e-05,0.08822249643790979,0.9117775035620902
2024-05-08,0.0054155248078952,2.9327908944928342e-05,6.21022545300205e-05,5.6275482699955574e-05,5.537620852991147e-05,2.8239913414622685e-05,12.509903333585424,3.255488343253967e-05,0.08971923148212749,0.9102807685178725
2024-05-09,-0.0003215330724463,1.0338351667675759e-07,5.8282632210262144e-05,5.4393035984839944e-05,5.625622866023122e-05,2.7826389098650653e-05,12.119085492307603,3.087e-05,0.09079107316768396,0.9092089268323161
2024-05-10,0.00192764950778,3.715832624844476e-06,5.504473026635988e-05,5.288912836244525e-05,5.6246456835908136e-05,2.78297695807932e-05,11.777636446725078,2.928099206349206e-05,0.09238545517180273,0.9076145448281974
2024-05-13,0.0028205146903488,7.955303118473387e-06,5.011952851742874e-05,4.9721983671699136e-05,5.3199720407970166e-05,2.7854470245121767e-05,11.238381194100885,3.090500992063492e-05,0.0939618538851774,0.9060381461148227
2024-05-14,0.0012794269913141,1.63693342610305e-06,4.6023578456245194e-05,4.696161460888785e-05,5.338139410187188e-05,2.6649522298653243e-05,10.76937406304275,3.1964533730158723e-05,0.09488132209155939,0.9051186779084407
2024-05-15,-0.0098940736451984,9.789269329660955e-05,4.264441201674601e-05,4.462123591946298e-05,5.3326448534513354e-05,2.6592731997806227e-05,10.366480515690943,2.9298038194444433e-05,0.09538840455776695,0.904611595442233
2024-05-16,0.0032874622703757,1.0807408179143751e-05,3.973889311720281e-05,4.204217776986138e-05,5.650233112428427e-05,2.7925778025135018e-05,10.007098013677645,3.059063492063491e-05,0.09507177643616997,0.9049282235638301
2024-05-17,0.0016718110889746,2.794952317218438e-06,4.346153521606864e-05,4.539320870146627e-05,5.661746725115512e-05,2.801720844861249e-05,10.46532697742851,2.9042867063492064e-05,0.09339911940027297,0.906600880599727
2024-05-20,0.003911389680981,1.5298969236484652e-05,4.057876606811287e-05,4.3318060670126916e-05,5.643936673231245e-05,2.801876343233247e-05,10.112294027155484,3.034723214285713e-05,0.09345041181563968,0.9065495881843603
2024-05-21,-0.0005761290688438,3.3192470396682404e-07,3.7514091211323197e-05,4.08866741689524e-05,5.6927886538645255e-05,2.8159340787181263e-05,9.72293730580088,2.9451676587301586e-05,0.09337235673657965,0.9066276432634203
2024-05-22,0.0040259504165532,1.6208276756544888e-05,3.558423567043093e-05,3.9351411873004333e-05,5.696709856607267e-05,2.8154686915172165e-05,9.469544544986624,2.8975009920634914e-05,0.09259215089370085,0.9074078491062991
2024-05-23,0.0008287381343219,6.868068952793437e-07,3.289153200032416e-05,3.701024264286208e-05,5.749683219881793e-05,2.8323177083239754e-05,9.104211148738637,2.8284050099206358e-05,0.09223830373646648,0.9077616962635335
2024-05-24,0.0003822630015967,1.461250023897187e-07,3.1528056976232875e-05,3.576212468968305e-05,5.747586180460681e-05,2.831424564369416e-05,8.913512415434605,2.7866825396825406e-05,0.09091371185207837,0.9090862881479216
2024-05-27,-0.0007009271641353,4.912988894227538e-07,2.9206777457338645e-05,3.365760562201883e-05,5.711865007033303e-05,2.8309405859645594e-05,8.579107132592144,2.8267301587301575e-05,0.08988016532888249,0.9101198346711176
2024-05-28,0.0018468402001472,3.4108187248797498e-06,2.7097398557694296e-05,3.1646916784841085e-05,5.7071640416198096e-05,2.8280943085096938e-05,8.263500733066442,2.7469206349206342e-05,0.08864440175379532,0.9113555982462048
2024-05-29,0.0029859302385649,8.91577938957624e-06,2.5253161518171895e-05,2.9777579711115984e-05,4.3995769113149424e-05,2.8298623533000825e-05,7.977340849292649,2.936627232142856e-05,0.08736698870780818,0.9126330112921918
2024-05-30,-0.0052153015240269,2.719936998651731e-05,2.3842190677877774e-05,2.819557405194181e-05,3.717477414674634e-05,2.7916434532423798e-05,7.751278636989642,2.8771914682539684e-05,0.08625770619432743,0.9137422938056725
2024-05-31,0.0031197300316375,9.732715470300917e-06,2.307187998951892e-05,2.7038786372199875e-05,3.459690521857212e-05,2.8468134837434376e-05,7.625033611308719,2.7518752480158726e-05,0.08640710846481758,0.9135928915351825
2024-06-03,-0.0078496845195576,6.161754705658222e-05,2.3590952008069832e-05,2.704842138905892e-05,1.5039851982403804e-05,2.8495574913711975e-05,7.710330671270589,2.8771914682539684e-05,0.0849672699556539,0.9150327300443462
2024-06-04,-0.0077180727865889,5.956864753908415e-05,2.3083074048953027e-05,2.600947903393344e-05,1.6310180450190758e-05,2.9393828889318634e-05,7.626883151285433,3.3935022321428566e-05,0.0871451714241481,0.9128548285758519
2024-06-05,0.0079102634403083,6.257226769507808e-05,2.63276243625948e-05,2.8145963115292365e-05,1.8566013562582472e-05,3.0071484334694855e-05,8.145281664481523,3.115063492063492e-05,0.0913309433331279,0.9086690566668721
2024-06-06,-0.0032080099371567,1.0291327756896134e-05,2.9075533651751026e-05,3.0031324180719874e-05,1.982925987247139e-05,2.943254106790579e-05,8.559809857842206,3.0070248015873018e-05,0.09394157081161851,0.9060584291883815
2024-06-07,0.0072993024816115,5.327981671805981e-05,3.143308753804272e-05,3.198378079158137e-05,1.9504909720936367e-05,2.8796346444246633e-05,8.900077561227636,3.000120039682539e-05,0.09293060143310476,0.9070693985668953
2024-06-10,0.0018483704551753,3.4164733395649458e-06,3.0070797978387102e-05,3.0682233609500256e-05,2.054014245482765e-05,2.9382219891846913e-05,8.705079603630027,3.0957562003968254e-05,0.09265810979280005,0.9073418902071999
2024-06-11,0.0005729382338348,3.2825821978973996e-07,3.162758636662558e-05,3.2038088596013827e-05,2.061094872917588e-05,2.9147504801722024e-05,8.927570646256262,3.192892857142857e-05,0.09177134171199454,0.9082286582880055
2024-06-12,-0.002612714565755,6.826277402108338e-06,2.946065930222719e-05,3.0320791680626892e-05,2.0509063375228337e-05,2.9147109507467158e-05,8.616313680548807,2.9451676587301586e-05,0.09242148075515558,0.9075785192448443
2024-06-13,0.0019760962605772,3.904956431067193e-06,2.734610820463538e-05,2.8521239672976663e-05,2.0590479119235186e-05,2.920597502141517e-05,8.301336800520815,2.6845486111111103e-05,0.09280888454341349,0.9071911154565865
2024-06-14,0.0023534660864404,5.538802620025093e-06,2.590418470752676e-05,2.7219541936724563e-05,2.068336907775964e-05,2.8983987194482034e-05,8.079513937296442,2.7008928571428577e-05,0.09287110305540867,0.9071288969445912
2024-06-17,0.0021577719865419,4.655979945904977e-06,2.4418541140318257e-05,2.582066680638512e-05,1.597856142381885e-05,2.9020190165497634e-05,7.844407158836289,2.5396825396825394e-05,0.09291074762038468,0.9070892523796154
2024-06-18,0.0007604563104115,5.782938000446716e-07,2.32021641845297e-05,2.4603754955203517e-05,1.5771656736670107e-05,2.728450615631899e-05,7.646532138493556,2.4609375e-05,0.09281534946145716,0.9071846505385429
2024-06-19,0.0014559268278399,2.1197229280239536e-06,2.2029225105885807e-05,2.3406888454645604e-05,1.572571015806245e-05,2.7224215756995883e-05,7.450748101152812,2.256015873015872e-05,0.09268231166871034,0.9073176883312897
2024-06-20,0.0052993626006319,2.8083243972976098e-05,2.069938582725681e-05,2.203717277536955e-05,1.5257248983503653e-05,2.7188044102835646e-05,7.222357806470623,2.44066691468254e-05,0.09267726788623201,0.907322732113768
2024-06-21,0.0054591796234461,2.98026421610491e-05,1.97634610963571e-05,2.084212578452881e-05,1.616466327896746e-05,2.7449510293892212e-05,7.057189381249443,2.7535277777777776e-05,0.0927146751925221,0.9072853248074779
2024-06-24,-0.0011270428843114,1.2702256630769595e-06,2.0775502467434e-05,2.1276592875835646e-05,1.6674591540936118e-05,2.7780361574219528e-05,7.23562479803463,3.0520992063492065e-05,0.09324003482631459,0.9067599651736854
2024-06-25,0.0005010647731039,2.510659068456628e-07,2.163591482087049e-05,2.1788155832948456e-05,1.6846372048143793e-05,2.78397866392942e-05,7.383935627332733,2.7700803571428564e-05,0.09254940553900665,0.9074505944609933
2024-06-26,0.0069264886449666,4.7976244948851244e-05,2.0370445597106305e-05,2.0557080022756166e-05,1.6842769242174264e-05,2.7755575000745288e-05,7.16474164954382,3.176895089285714e-05,0.09332341695517565,0.9066765830448242
2024-06-27,-0.0003109742849329,9.67050058895285e-08,1.9432478000548776e-05,1.9338719175801533e-05,1.834154138974396e-05,2.8319488781021128e-05,6.997845708600821,3.141488343253969e-05,0.09220385084934678,0.9077961491506533
2024-06-28,0.0007461758833961,5.567784489619503e-07,2.171420585351161e-05,2.105697072218452e-05,1.840189715208272e-05,2.8323710648476548e-05,7.397283200665584,3.5832343749999994e-05,0.09099428589416647,0.9090057141058334
2024-07-01,0.0035986885024728,1.2950558937829923e-05,2.0346267433660928e-05,1.9799354779206818e-05,1.822060202180968e-05,2.830711432975692e-05,7.160488386473757,4.106339533730158e-05,0.09233852402142805,0.9076614759785719
2024-07-02,-0.0001238773615707,1.534560070971794e-08,1.9226950849467456e-05,1.8644800199392126e-05,1.6671432867119072e-05,2.8378723074562338e-05,6.9607410626066235,3.8461914682539695e-05,0.09278320035217728,0.9072167996478228
2024-07-03,0.0015473651464243,2.3943388963686954e-06,1.903128323332158e-05,1.8303145723698395e-05,1.659882163415158e-05,2.8397729106074705e-05,6.9252316746785,3.6115714285714264e-05,0.09352938746646652,0.9064706125335336
2024-07-04,-0.0025389368687194,6.446200423342672e-06,1.7948482074642624e-05,1.7205877716319075e-05,1.2718103639124839e-05,2.8223969812359086e-05,6.7253382686746255,3.4026825396825394e-05,0.09486498520107316,0.9051350147989269
2024-07-05,-0.003291621765275,1.0834773845632107e-05,1.7171390898985922e-05,1.6317185387122052e-05,9.492295962261114e-06,2.8408321709070814e-05,6.57813841945003,3.160937500000001e-05,0.0957824713162688,0.9042175286837312
2024-07-08,0.0004975433898273,2.4754942476084067e-07,1.6786621120188744e-05,1.5724926289295288e-05,8.755626678335949e-06,2.868430119014043e-05,6.504020696682603,3.178670634920634e-05,0.09625046638787488,0.9037495336121252
2024-07-09,0.0031040501704964,9.63512746095873e-06,1.6685630415239502e-05,1.5431517142675496e-05,7.822234776793956e-06,2.8660616515013062e-05,6.484426624336462,2.965715277777777e-05,0.09754272353902699,0.9024572764609731
2024-07-10,0.0022289650736705,4.968285299642938e-06,1.5899705078779858e-05,1.4520479079600616e-05,6.374015028281579e-06,2.7656877534662182e-05,6.32987020392403,2.883953373015873e-05,0.098381431968776,0.901618568031224
2024-07-11,-0.0177835154886724,0.0003162534231358512,1.5827487030081323e-05,1.4227357982482102e-05,6.398959099464127e-06,2.768755300126687e-05,6.315478391682211,3.253691468253967e-05,0.09956239910545453,0.9004376008945456
2024-07-12,-0.0063789018522251,4.069038884032081e-05,1.667317869078646e-05,1.3671813621511752e-05,2.227641885852648e-05,3.30105565597647e-05,6.482006656952913,3.3477867063492055e-05,0.06124032762733918,0.9387596723726608
2024-07-15,0.0014562033660035,2.120528243159923e-06,3.909037673143956e-05,3.182671019237213e-05,2.3954840532382358e-05,3.310695858456271e-05,9.925107020240523,3.5587658730158735e-05,0.06708767875528589,0.9329123212447142
2024-07-16,0.0018330652078193,3.3601280561176134e-06,3.873355418853255e-05,3.235853091124905e-05,2.3888333960909642e-05,3.302835110367239e-05,9.879704274678572,3.228587301587301e-05,0.06900718465684262,0.9309928153431574
2024-07-17,-0.0136705355790632,0.0001868835430184328,3.5618592428533805e-05,3.05442507511637e-05,2.380280283626832e-05,3.2964392639875614e-05,9.47411488846875,3.897146825396826e-05,0.07138538809860767,0.9286146119013924
2024-07-18,0.0074624832071876,5.5688655617556934e-05,3.369074520941274e-05,2.8913203389460932e-05,3.196181679170656e-05,3.5975539756272426e-05,9.214156387196828,3.645723214285714e-05,0.060901689656714185,0.9390983103432857
2024-07-19,0.0006987454627635,4.882452217325778e-07,4.487602223856748e-05,3.8391423767199254e-05,3.4645734626964984e-05,3.679550494392472e-05,10.634264245409273,3.469146825396825e-05,0.06161176897712814,0.9383882310228718
2024-07-22,-0.002797916107331,7.828334543662257e-06,4.5015031028148856e-05,3.942925767822071e-05,3.456066489526676e-05,3.677987760104766e-05,10.65072195632461,3.5362539682539676e-05,0.06286671407112995,0.9371332859288701
2024-07-23,-0.0092762076413341,8.604802820514516e-05,4.113330390721058e-05,3.709279693083142e-05,3.337516387402598e-05,3.6922142069691145e-05,10.181155427856442,3.9286706349206335e-05,0.06443153139850555,0.9355684686014945
2024-07-24,-0.0109862808511111,0.00012069836693949042,3.853328567996327e-05,3.533692918760127e-05,3.4754707320227345e-05,3.813944611693276e-05,9.854130094204534,4.244734374999999e-05,0.06254059069109058,0.9374594093089094
2024-07-25,0.000324854630411,1.055305308994674e-07,4.206491048792992e-05,3.83795951286539e-05,3.889470120193897e-05,3.993621095795569e-05,10.295803729169636,4.416765873015874e-05,0.0624565701877283,0.9375434298122718
2024-07-26,-0.001169970884189,1.3688318698499904e-06,4.729957329402728e-05,4.3318721437304096e-05,3.886140247456984e-05,3.522267710934692e-05,10.917642817978098,4.2262857142857135e-05,0.062169635176475224,0.9378303648235248
2024-07-29,0.0016895188891217,2.854474076699023e-06,4.3138577542443116e-05,4.0725929982919816e-05,3.537845064397497e-05,3.289449551839186e-05,10.426371152369201,4.568765873015873e-05,0.06358984060486697,0.9364101593951332
2024-07-30,-0.0081489417334725,6.640525137552979e-05,3.954262485944265e-05,3.836450409613562e-05,3.586612742036005e-05,3.153217575180566e-05,9.98235516528016,4.867286706349205e-05,0.06467842525034856,0.9353215747496514
2024-07-31,-0.0184315705043883,0.00033972279125823676,3.670396866209475e-05,3.623390229496943e-05,3.7121469642614856e-05,2.5996690728452035e-05,9.617380154100116,5.266285714285714e-05,0.06402248935758154,0.9359775106424184
2024-08-01,-0.004142452639776,1.715991387278715e-05,3.9920922105779114e-05,3.8044183239803055e-05,4.626323963344405e-05,3.062738108215668e-05,10.029991211689241,4.960015873015872e-05,0.06698315709038634,0.9330168429096137
2024-08-02,-0.0191293135835334,0.0003659306381771555,6.141207115692679e-05,5.614489972090909e-05,4.578441244495641e-05,3.0660706137885755e-05,12.44019370088165,5.584083581349207e-05,0.06475239542957031,0.9352476045704295
2024-08-05,-0.0161676666735011,0.0002613934456654381,5.830075103598906e-05,5.380580057002177e-05,5.4780394150059874e-05,3.543071241595531e-05,12.120969128361496,9.669527777777776e-05,0.058042243915152475,0.9419577560848474
2024-08-06,0.0011091086676946,1.2301220367552908e-06,8.078446754823575e-05,7.253329082644981e-05,6.044068372941533e-05,3.850829910494365e-05,14.268036242649307,8.386464533730158e-05,0.06438619616191954,0.9356138038380806
2024-08-07,0.0160817155589981,0.0002586215753205216,9.210229910645775e-05,8.386490011678912e-05,6.200224212799611e-05,3.791679334607553e-05,15.234756110560928,8.569167658730157e-05,0.06402054080968889,0.9359794591903112
2024-08-08,0.0037426466741918,1.4007404127838942e-05,8.416911293451933e-05,7.890681343198708e-05,8.017895711284488e-05,4.248848788106288e-05,14.563865029414025,7.497024801587298e-05,0.06102155729152534,0.9389784427084746
2024-08-09,-0.0042199899271438,1.7808314985195133e-05,9.505908228752575e-05,8.968969914529916e-05,8.061987614889438e-05,4.2700124475345404e-05,15.477366939003707,7.269691468253965e-05,0.060523155048947314,0.9394768449510525
2024-08-12,0.0040841388197486,1.6680189898977487e-05,8.685395437400845e-05,8.514876144425154e-05,7.868041499924933e-05,4.264791951057005e-05,14.794322053494083,6.893349206349204e-05,0.0613453440290574,0.9386546559709427
2024-08-13,-0.0025165801412881,6.333175607525634e-06,7.984956357049565e-05,8.110833465670814e-05,7.292234998671783e-05,4.29679976893347e-05,14.18523528876589,6.930008928571427e-05,0.06186107914369484,0.9381389208563051
2024-08-14,0.0033314100906293,1.1098293191946722e-05,7.351151874149519e-05,7.72426459712443e-05,7.254339246200255e-05,4.1742695767537335e-05,13.610621853117802,5.8966706349206336e-05,0.06214956704649229,0.9378504329535077
2024-08-15,0.0131487683797706,0.0001728901099048552,6.714314122490836e-05,7.298807774942119e-05,7.350347575946899e-05,4.1748384285120687e-05,13.00771755100675,4.387508928571429e-05,0.06220697968599779,0.9377930203140021
2024-08-16,-0.0111145935530372,0.0001235341898492161,6.244243110479585e-05,6.927469067597271e-05,8.423198076541653e-05,4.467244839077094e-05,12.544119195227921,4.484003968253968e-05,0.06266346117222044,0.9373365388277797
2024-08-19,-0.0070695692440567,4.9978809296512416e-05,6.992741307484722e-05,7.549161582970567e-05,8.196194139146233e-05,4.6001920479216065e-05,13.27467818625427,5.7667867063492045e-05,0.06416028844011935,0.9358397115598807
2024-08-20,-0.0091143341239176,8.30710865224088e-05,7.2693121362315e-05,7.837417027087629e-05,7.787758352598452e-05,4.658722891298757e-05,13.534646867688638,6.305000992063491e-05,0.06380351679408124,0.9361964832059186
2024-08-21,-0.0003442696353759,1.1852158184185515e-07,6.992190824038741e-05,7.667044861241445e-05,7.855496131767638e-05,4.7183626860929774e-05,13.274155670541774,6.590780009920633e-05,0.06386267517635502,0.9361373248236451
2024-08-22,0.0074099824473486,5.490783987001434e-05,6.956116750553449e-05,7.705448688701412e-05,7.901103903530935e-05,4.713062651890722e-05,13.239869414535288,6.032892857142857e-05,0.06293221103506924,0.9370677889649308
2024-08-23,-0.0132115043482714,0.00017454384714439412,6.33950994701388e-05,7.243832896870379e-05,8.242053840901307e-05,4.824056994479821e-05,12.639448194630562,5.9962522321428574e-05,0.0628456751810132,0.9371543248189869
2024-08-26,0.0011076498190273,1.2268881215912104e-06,6.24004587428703e-05,7.13864996227824e-05,8.429110207135083e-05,5.049071065133387e-05,12.539902552732743,6.352609374999999e-05,0.06467822603301854,0.9353217739669815
2024-08-27,-0.0039516152499205,1.561526308340426e-05,6.956012976009482e-05,7.757594047407911e-05,8.454736969210347e-05,5.042645919509114e-05,13.23977065494108,6.245120039682541e-05,0.06262041231782434,0.9373795876821757
2024-08-28,0.004366667829205,1.9067787930613908e-05,6.334477957047288e-05,7.299499733292982e-05,8.445392951810802e-05,5.023537935526583e-05,12.63443091387941,6.275024801587302e-05,0.062268514267563614,0.9377314857324364
